EN,NL,type,misc
trade centre [Br.],handelscentrum {het},noun,[comm.] 
trade commissioner,handelscommissaris {de},noun,[comm.] 
trade commission,handelscommissie {de},noun,[comm.] [pol.] 
trade conflict,handelsconflict {het},noun,[comm.] [pol.] 
trade delegation,handelsdelegatie {de},noun,[comm.] [pol.] 
trade embargo,handelsembargo {het},noun,[comm.] [pol.] 
trade fair [open to everyone],consumentenbeurs {de},noun,[comm.] [market.] 
trade,handel {de},noun,
trade,koophandel {de},noun,
trade liberalisation [Br.],handelsliberalisatie {de},noun,[econ.] [comm.] 
trade liberalization,handelsliberalisatie {de},noun,[econ.] [comm.] 
trademark,handelsmerk {het},noun,
trade mission,handelsmissie {de},noun,[comm.] 
trade port,handelshaven {de},noun,[comm.] [naut.] 
trade privileges,handelsprivileges {mv},noun,[comm.] 
trader,handelaar {de},noun,
trade route,handelsroute {de},noun,[comm.] 
trade system,handelssysteem {het},noun,[comm.] 
trade transactions,handelstransacties {mv},noun,[comm.] 
trade treaty,handelsverdrag {het},noun,[comm.] [pol.] 
trade union,vakbond {de},noun,[jobs] 
trade volume,handelsvolume {het},noun,[econ.] [comm.] 
trade wind,passaatwind {de},noun,[meteo.] 
trade wind,passaat {de},noun,[meteo.] 
trading center [Am.],handelscentrum {het},noun,[comm.] 
trading centre [Br.],handelscentrum {het},noun,[comm.] 
trading city,handelsstad {de},noun,[comm.] 
trading company,handelsfirma {de},noun,[comm.] 
trading firm,handelsfirma {de},noun,[comm.] 
trading,handelsverkeer {het},noun,[comm.] 
trading hub,handelscentrum {het},noun,[comm.] 
trading nation,handelsnatie {de},noun,[comm.] 
trading partner,handelspartner {de},noun,[comm.] 
trading system,handelssysteem {het},noun,[comm.] 
trading town,handelsstad {de},noun,[comm.] 
trading volume,handelsvolume {het},noun,[econ.] [comm.] 
tradition-bound,traditiegebonden,adj,
traditional club,traditieclub {de},noun,[sports] 
traditionally,traditioneel,adv,
traditional,traditioneel,adj,
tradition,traditie {de},noun,
traffic accident,verkeersongeval {het},noun,[traffic] 
traffic density,verkeersdichtheid {de},noun,[traffic] 
traffic flow,verkeersafwikkeling {de},noun,
traffic island,vluchtheuvel {de},noun,
traffic jam,file {de},noun,
traffic light,stoplicht {het},noun,[traffic] 
traffic lights,verkeerslichten {mv},noun,
traffic light,verkeerslicht {het},noun,
traffic signs,verkeersborden {mv},noun,
traffic sign,verkeersbord {het},noun,
traffic situation,verkeerssituatie {de},noun,[traffic] 
traffic,verkeer {het},noun,
traffic volume,verkeersdichtheid {de},noun,[traffic] 
tragedies,tragediën {mv},noun,
tragic,tragisch,adj,
trailblazer,voortrekker {de},noun,
trailer,aanhanger {de},noun,
trailer,aanhangwagen {de},noun,
trailer park [Am.],woonwagenkamp {het},noun,
trailer [Am.] [usually in a trailer park],woonwagen {de},noun,
trail,pad {het},noun,
trail,spoor {het},noun,
trainable,trainbaar,adj,
train accident,treinongeval {het},noun,[rail] 
trained,gedresseerd,adj past-p,
trained,geoefend,adj past-p,
trainers [Br.],gympies {mv},noun,[cloth.] 
train fire,treinbrand {de},noun,[FireResc] [rail] 
training camp,trainingskamp {het},noun,[sports] 
training,training {de},noun,
train station,station {het},noun,[rail] 
train station,treinstation {het},noun,[rail] 
trains,treinen {mv},noun,[rail] 
train ticket,treinticket {de} {het},noun,[rail] [travel] 
train,trein {de},noun,[rail] 
train window,treinraam {het},noun,[rail] 
trait,karaktereigenschap {de},noun,
traitor,verrader {de},noun,
trait [characteristic feature],trek {de},noun,
tramcar [esp. Br.],tram {de},noun,[rail] 
trampoline,trampoline {de},noun,
tramp,zwerver {de},noun,
tram station [Br.],tramstation {het},noun,
tramway [esp. Br.],trambaan {de},noun,[rail] 
tram [esp. Br.],tram {de},noun,[rail] 
trance,roes {de},noun,
trance,trance {de},noun,
tranquilizer [Am.],kalmeringsmiddel {het},noun,[pharm.] 
tranquil,rustig,adj,
transaction,transactie {de},noun,
Transcaucasia,Transkaukasië {het},noun,[geogr.] 
transcritical bifurcation,transkritische bifurcatie {de},noun,[math.] 
transferable,vervoerbaar,adj,
transfer fee,transferbedrag {het},noun,[sports] 
transfer payment,overdrachtsbetaling {de},noun,[fin.] [pol.] 
transferred,overgebracht,adj past-p,
transfer,transfer {de} {het},noun,
transformation,gedaanteverwisseling {de},noun,
transformation,transformatie {de},noun,
transformer,transformator {de},noun,[electr.] 
transistor,transistor {de},noun,[electr.] 
transitional period,overgangsperiode {de},noun,
transition,overgang {de},noun,
transitively,transitief,adv,[ling.] 
transitive,transitief,adj,[ling.] 
transitive verb,transitief {het},noun,[ling.] 
transit,transit {de},noun,
translated by ...,vertaald door ...,,
translated,vertaald,adj past-p,
translating program,vertaalprogramma {het},noun,[comp.] [ling.] 
translation program,vertaalprogramma {het},noun,[comp.] [ling.] 
translation,vertaling {de},noun,
translator,vertaler {de},noun,
Transleithania,Transleithanië {het},noun,[geogr.] [hist.] 
transmissible,overdraagbaar,adj,
transmissions,uitzendingen {mv},noun,
transmission,uitzending {de},noun,
transmittable,overdraagbaar,adj,
Transnistria,Transnistrië {het},noun,[geogr.] 
transparency,transparantie {de},noun,
transparent,doorzichtig,adj,
transparent,transparant,adj,
transplantation,transplantatie {de},noun,
transportable,transporteerbaar,adj,
transportation problem,transportprobleem {het},noun,
transportation risk,transportrisico {de} {het},noun,
transportation,transport {het},noun,
transportation,vervoer {het},noun,
transport helicopter,transporthelikopter {de},noun,[aviat.] 
transport of oil,olietransport {het},noun,
transport ship,transportschip {het},noun,
transport,transport {het},noun,
transport,vervoer {het},noun,
transsexualism,transseksisme {het},noun,
transsexuality,transseksualiteit {de},noun,
transsexual,transseksueel,adj,
transverse wave,transversale golf {de},noun,[phys.] 
traps,vallen {mv},noun,
trap,val {de},noun,
trash bag [Am.],vuilniszak {de},noun,
trash bin,afvalbak {de},noun,
trash can [Am.],afvalbak {de},noun,
trash can [Am.],vuilnisbak {de},noun,
trash,rommel {de},noun,
trash,rotzooi {de},noun,
trauma center [Am.],traumacentrum {het},noun,[med.] 
traumatically,traumatisch,adv,[med.] [psych.] 
traumatic,traumatisch,adj,[med.] [psych.] 
traumatisation [Br.],traumatisering {de},noun,[med.] [psych.] 
traumatization,traumatisering {de},noun,[med.] [psych.] 
traumatologist,traumatoloog {de},noun,[med.] [jobs] 
traumatology,traumatologie {de},noun,[med.] [acad.] 
travel agency,reisbureau {het},noun,
travel budget,reisbudget {het},noun,[travel] 
travel companion,reisgenoot {de},noun,[travel] 
travel diary [Br.],reisdagboek {het},noun,
travel expenses,reiskosten {mv},noun,
travel guide,reisgids {de},noun,
traveling companion [Am.],reisgenoot {de},noun,[travel] 
traveling expenses [Am.],reiskosten {mv},noun,
travel journal [Am.],reisdagboek {het},noun,
traveller,reiziger {de},noun,
travelling companion,reisgenoot {de},noun,[travel] 
travelling expenses,reiskosten {mv},noun,
travel pillow,reiskussen {het},noun,
travel sector,reissector {de},noun,[travel] 
traversable,passeerbaar,adj,
tray,dienblad {het},noun,
tray,plateau {het} [dienblad],noun,
tray,presenteerblad {het},noun,
treadmill,tredmolen {de},noun,
treason,landverraad {het},noun,
treason,verraad {het},noun,
treasure chest,schatkist {de},noun,
treasure chests,schatkisten {mv},noun,
treasure,schat {de},noun,
treasure seeker,schatgraver {de},noun,
treasures,schatten {mv},noun,
treasury,schatkamer {de},noun,
treasury,schatkist {de} [staatskas],noun,[econ.] 
treasury,staatskas {de},noun,[econ.] 
treatable,behandelbaar,adj,
treaties,verdragen {mv},noun,[pol.] 
treatment,behandeling {de},noun,
treatment of cancer,kankerbehandeling {de},noun,[med.] 
treaty,akkoord {het},noun,[pol.] 
Treaty of Lisbon,Verdrag {het} van Lissabon,noun,[pol.] 
treaty,staatsverdrag {het},noun,[pol.] 
treaty,verdrag {het},noun,[pol.] 
treble-bar [moth],"streepblokspanner {de} [Aplocera plagiata, syn.: Anaitis plagiata]",noun,[entom.] [T] 
treble clef,solsleutel {de},noun,[mus.] 
treble recorder [Br.],altblokfluit {de},noun,[mus.] 
tree-lichen beauty [moth],donkergroene korstmosuil {de} [Cryphia algae] [nachtvlinder],noun,[entom.] [T] 
tree,boom {de},noun,
tree bumblebee,boomhommel {de} [Bombus hypnorum],noun,[entom.] [T] 
tree diagram,boomdiagram {het},noun,
tree dweller,boombewoner {de},noun,[zool.] 
tree grayling [butterfly],kleine heivlinder {de} [Hipparchia statilinus],noun,[entom.] [T] 
tree heath,boomhei {de} [Erica arborea],noun,[bot.] [T] 
tree house,boomhut {de},noun,
tree pipit,boompieper {de} [Anthus trivialis],noun,[T] [orn.] 
trees,bomen {mv},noun,
tree species,boomsoort {de},noun,[for.] [bot.] 
tree stump,boomstronk {de},noun,
tree stump,stronk {de},noun,[bot.] 
tree surgeon,boomchirurg {de},noun,[for.] [hort.] [jobs] 
tree surgery,boomchirurgie {de},noun,[for.] [hort.] 
treetop,boomkruin {de},noun,[for.] [bot.] [hort.] 
tree trunk,boomstam {de},noun,
trembled,gebibberd,past-p,
tremendous,geweldig,adj,
tremendously,geweldig,adv,
trench,loopgraaf {de},noun,[mil.] 
trend,trend {de},noun,
trespasser,indringer {de},noun,
trey,drie {de},noun,[games] 
tri-border area,drielandenpunt {het},noun,[geogr.] 
trial flight,testvlucht {de},noun,[aviat.] 
trial,proef {de},noun,
triangle,driehoek {de},noun,
triangle inequality,driehoeksongelijkheid {de},noun,[math.] 
triangle,triangel {de},noun,[mus.] 
triangular,driehoekig,adj,
triangular pyramidal number,driehoekig piramidaal getal {het},noun,[math.] 
triathlete,triatleet {de},noun,[sports] 
triathlon,triatlon {de},noun,[sports] 
tribalism,tribalisme {het},noun,[ethn.] [pol.] [sociol.] 
tribal,tribaal,adj,
tribe,stam {de},noun,
tributary,bijrivier {de},noun,
tributary,zijrivier {de},noun,
tribute,eerbetoon {het},noun,
tribute,hulde {de},noun,
trichinosis,trichinose {de},noun,[med.] 
trickle,stroompje {het},noun,
trick,streek {de} [schadelijke daad],noun,
trick,truc {de},noun,
tricot,tricot {het},noun,[cloth.] 
tridecagon,dertienhoek {de},noun,[math.] 
triennial,driejaarlijks,adj,
trifle,kleinigheid {de},noun,
trigonometry,driehoeksmeting {de},noun,[math.] 
trigonometry,goniometrie {de},noun,[math.] 
trilinear coordinates,trilineaire coördinaten {mv},noun,[math.] 
trillion [short scale: 10^12],biljoen,,
trilogy,trilogie {de},noun,
trimaran,trimaran {de},noun,[naut.] 
triple,driedubbel,adj,
triplet,drieling {de},noun,
tripoint,drielandenpunt {het},noun,[geogr.] 
Tripoli,Tripoli {het},noun,[geogr.] 
trip,reis {de},noun,
trip,tocht {de},noun,
Triptolemus,Triptolemos {de},noun,[myth.] 
trip,uitstapje {het},noun,
trip,uitstap {de},noun,
trip [tour],tochtje {het},noun,
triskaidekaphobia,triskaidekafobie {de},noun,[psych.] 
trite [mundane],afgezaagd,adj,
triumphal arch,triomfboog {de},noun,[archi.] 
triumphantly,triomfantelijk,adv,
triumphant,triomfantelijk,adj,
triumph,overwinning {de},noun,
triumph,triomf {de},noun,
Trojan Horse,Paard {het} van Troje,noun,[F] 
trombone,trombone {de},noun,[mus.] 
troops,troepen {mv},noun,[mil.] 
troop,troep {de},noun,
trophy,trofee {de},noun,
tropical doctor,tropenarts {de},noun,[med.] [jobs] 
tropical physician,tropenarts {de},noun,[med.] [jobs] 
tropical,tropisch,adj,
tropic of Cancer,kreeftskeerkring {de},noun,[astron.] [geogr.] 
tropic of Capricorn,steenbokskeerkring {de},noun,[astron.] [geogr.] 
tropics,tropen {mv},noun,[geogr.] 
troposphere,troposfeer {de},noun,[meteo.] 
Tros,Tros {de},noun,[myth.] 
trot,draf {de},noun,
Trotskyism,trotskisme {het},noun,[pol.] 
trotting,draven {het},noun,
trotting race,harddraverij {de},noun,
trouble,last {de},noun,
troublemaker,onrustzaaier {de},noun,
trouble,moeite {de},noun,
troubleshooting,foutopsporing {de},noun,
troubleshooting,opsporen en oplossen van fouten {het},noun,
troublesome,lastig,adj,
trouble,trammelant {het} {de},noun,
trouser pocket,broekzak {de},noun,[cloth.] 
trouser suit [Br.],broekpak {het},noun,[cloth.] 
trousers {pl},pantalon {de},noun,
trousers {pl} [one pair],broek {de},noun,[cloth.] 
trout,forel {de},noun,
truck,camion {de} [BN],noun,[transp.] 
truck driver,vrachtwagenchauffeur {de},noun,
truck,vrachtauto {de} [NN],noun,[transp.] 
truck,vrachtwagen {de},noun,[transp.] 
TRUE,echt,adj,
TRUE,eigenlijk,adj,
TRUE,heus,adj,
true light lamp,daglichtlamp {de},noun,
true lover's knot [moth],granietuil {de} [Lycophotia porphyrea] [nachtvlindersoort],noun,[entom.] [T] 
true sedges,zeggen {mv} [geslacht Carex],noun,[bot.] [T] 
TRUE,waar,adj,
TRUE,werkelijk,adj,
"true [loyal, faithful]",trouw,adj,
truffle chocolate,truffelchocolade {de},noun,[gastr.] 
truly,echt,adv,
truly,geheid,adv,
truly,heus,adv,
truly,waarlijk,adv,
trumpet call,trompetsignaal {het},noun,
trumpeter finch,"woestijnvink {de} [Bucanetes githagineus, syn.: Rhodopechys githaginea]",noun,[orn.] [T] 
trumpeter swan,trompetzwaan {de} [Cygnus buccinator],noun,[orn.] [T] 
trumpeter,trompetter {de},noun,[mus.] 
trumpeter,trompettist {de},noun,[mus.] [jobs] 
trumpeter [female],trompettiste {de},noun,[mus.] [jobs] 
trumpet gentian,stengelloze gentiaan {de} [Gentiana acaulis],noun,[bot.] [T] 
trumpet music,trompetmuziek {de},noun,[mus.] 
trumpet player,trompettist {de},noun,[mus.] [jobs] 
trumpet player [female],trompettiste {de},noun,[mus.] [jobs] 
trumpet solo,trompetsolo {de} {het},noun,[mus.] 
trumpets,trompetten {mv},noun,[mus.] 
trumpet,trompet {de},noun,[mus.] 
Trumpism,trumpisme {het},noun,[pol.] 
trunk,romp {de},noun,[anat.] 
trunk [Am.],achterbak {de},noun,[automot.] 
trunk [Am.],kofferbak {de},noun,[automot.] 
trust,vertrouwen {het},noun,
trustworthiness,betrouwbaarheid {de},noun,
trustworthy,betrouwbaar,adj,
truth,waarheid {de},noun,
try,poging {de},noun,
tsunami,tsunami {de},noun,[meteo.] 
tube,buis {de},noun,
tuberculosis <TB>,"tuberculose {de} <tb, tbc>",noun,[med.] 
tuberculosis of the lung,longtuberculose {de},noun,[med.] 
tuberous pea,aardaker {de} [Lathyrus tuberosus],noun,[bot.] [T] 
tuberous vetchling,aardaker {de} [Lathyrus tuberosus],noun,[bot.] [T] 
"tube [e.g. tube of toothpaste, paint, glue]",tube {de},noun,
tub plant,kuipplant {de},noun,[hort.] 
Tucson,Tucson {het},noun,[geogr.] 
Tuesday afternoon,dinsdagmiddag {de},noun,
Tuesday afternoon,dinsdagnamiddag {de},noun,
Tuesday,dinsdag {de},noun,
Tuesday evening,dinsdagavond {de},noun,
Tuesday morning,dinsdagmorgen {de},noun,
Tuesday morning,dinsdagochtend {de},noun,
Tuesday night,dinsdagnacht {de},noun,
Tuesdays,dinsdagen {mv},noun,
tufted duck,kuifeend {de} [Aythya fuligula],noun,[orn.] [T] 
tufted loosestrife,"moeraswederik {de} [Lysimachia thyrsiflora, syn.: Naumburgia thyrsiflora]",noun,[bot.] [T] 
tufted titmouse,tweekleurige mees {de} [Baeolophus bicolor],noun,[orn.] [T] 
tuition fee,collegegeld {het},noun,[educ.] 
tuition,onderwijs {het},noun,
tuition [esp. Am.] [tuition fee; of school],leergeld {het},noun,[educ.] 
tuition [esp. Am.] [tuition fee; of school],schoolgeld {het},noun,[educ.] 
tuition [teaching or instruction],opleiding {de},noun,[educ.] 
tulip field,tulpenveld {het},noun,[hort.] 
tulip grower,tulpenkweker {de},noun,[hort.] [jobs] 
tulips,tulpen {mv},noun,[bot.] [T] 
tulip,tulp {de},noun,[bot.] [T] 
tulip vase,tulpenvaas {de},noun,
tulle,tule {de},noun,[textil.] 
Tulsa,Tulsa {het},noun,[geogr.] 
tumbleweed,steppenroller {de},noun,[bot.] [T] 
tumbleweed,tuimelkruid {het},noun,[bot.] [T] 
tumor of the brain [Am.],hersentumor {de},noun,[med.] 
tumour of the brain [esp. Br.],hersentumor {de},noun,[med.] 
tumulus,grafheuvel {de},noun,[archaeo.] 
tuna salad,tonijnsalade {de},noun,[gastr.] 
tuna steak,tonijnsteak {de},noun,[gastr.] 
tuna,tonijn {de},noun,
tundra hare [mountain hare],sneeuwhaas {de} [Lepus timidus],noun,[zool.] [T] 
tundra,toendra {de},noun,[geogr.] 
tune,melodie {de},noun,
tune,wijs {de},noun,[mus.] 
tungsten <W>,wolfraam {het} <W>,noun,[chem.] 
tungsten atom,wolfraamatoom {het},noun,[chem.] 
tungsten compound,wolfraamverbinding {de},noun,[chem.] 
tunic,tunica {de},noun,[cloth.] 
"Tunisian dinar <TND, DT>","Tunesische dinar {de} <TND, DT>",noun,[curr.] 
Tunisian Republic,Republiek {de} Tunesië,noun,[pol.] 
Tunisian,Tunesisch,adj,
Tunisia,Tunesië {het},noun,[geogr.] 
Tunis,Tunis {het},noun,[geogr.] 
tunnel boring machine <TBM>,tunnelboormachine {de} <TBM>,noun,[engin.] 
tunnel entrance,tunnelingang {de},noun,
tunnel,tunnel {de},noun,
tuque [Can.],muts {de},noun,[cloth.] 
turban,tulband {de},noun,[cloth.] 
turbot,"tarbot {de} [Scophthalmus maximus, syn.: Psetta maxima, Rhombus maximus]",noun,[gastr.] [T] [fish] 
turbulence,turbulentie {de},noun,
Turcologist,turkoloog {de},noun,[ling.] [jobs] [acad.] 
Turin,Turijn {het},noun,[geogr.] 
turkey breast,kalkoenborst {de},noun,[gastr.] 
turkey buzzard [Am.],kalkoengier {de} [Cathartes aura],noun,[orn.] [T] 
turkey buzzard [Am.],roodkopgier {de} [Cathartes aura],noun,[orn.] [T] 
turkey,kalkoen {de},noun,[orn.] [T] 
turkey moray,parelmurene {de} [Gymnothorax meleagris],noun,[fish] [T] 
turkeys,kalkoenen {mv},noun,[orn.] [T] 
Turkey,Turkije {het},noun,[geogr.] 
turkey vulture,kalkoengier {de} [Cathartes aura],noun,[orn.] [T] 
turkey vulture,roodkopgier {de} [Cathartes aura],noun,[orn.] [T] 
Turkish lira <TRY>,Turkse lira {de} <TRY>,noun,[curr.] 
Turkish,Turks,adj,
Turkish,Turks {het},noun,[ling.] 
Turkmenistan,Turkmenistan {het},noun,[geogr.] 
Turkologist,turkoloog {de},noun,[ling.] [jobs] [acad.] 
Turk,Turk {de},noun,[ethn.] 
turmoil {sg},beroering {de},noun,
turmoil {sg},onrust {de},noun,
turmoil {sg},roerigheid {de},noun,
turnable,draaibaar,adj,
turnaround,ommekeer {de},noun,
turn,beurt {de},noun,
turn,draai {de},noun,
turnip moth,gewone velduil {de} [Agrotis segetum],noun,[entom.] [T] 
turnover,omzet {de},noun,[comm.] 
turntable,draaischijf {de},noun,[rail] 
turpitude,verdorvenheid {de},noun,
turquoise jay,turkooisgaai {de} [Cyanolyca turcosa],noun,[T] [orn.] 
turquoise,turkoois {het} {de},noun,
turquoise,turkooizen,adj,
turquoise,turquoise,adj,
turtledove,tortelduif {de},noun,[orn.] [T] 
turtle,schildpad {de} [waterschildpad],noun,[zool.] [T] 
tusk,slagtand {de},noun,[zool.] 
tutor,docent {de},noun,
Tuvalu,Tuvalu {het},noun,[geogr.] 
tuxedo [Am.],smoking {de},noun,
tuxedo [esp. Am.],colbert {de} {het},noun,[cloth.] 
TV camera,televisiecamera {de},noun,[RadioTV] 
TV channel,tv-kanaal {het},noun,[RadioTV] 
TV chef,televisiekok {de},noun,[gastr.] [RadioTV] 
TV commercial,televisiespot {de},noun,[market.] [RadioTV] 
TV dinner,kant-en-klaarmaaltijd {de},noun,[gastr.] 
TV documentary,televisiedocumentaire {de},noun,[RadioTV] 
TV evening,televisieavond {de},noun,[RadioTV] 
TV guide [magazine],televisieblad {het},noun,[journ.] [publ.] [RadioTV] 
TV guide [magazine],televisiegids {de},noun,[publ.] [RadioTV] 
TV guide [magazine],tv-gids {de},noun,[journ.] [publ.] [RadioTV] 
TV host,televisiepresentator {de},noun,[RadioTV] [jobs] 
TV landscape,televisielandschap {het},noun,[RadioTV] 
TV landscape,tv-landschap {het},noun,[RadioTV] 
TV presenter [female],televisiepresentatrice {de},noun,[RadioTV] [jobs] 
TV show,televisieshow {de},noun,[RadioTV] 
twaddle,gebazel {het},noun,
twaddle,geleuter {het},noun,
twaddle,gewauwel {het},noun,
twaddle,gezemel {het},noun,
twaddle,gezwam {het},noun,
twaddle,kletspraat {de} [prietpraat],noun,
twaddler,kletsmajoor {de},noun,
twelfth <12th>,twaalfde,,
twelfth century,twaalfde eeuw {de},noun,
twelve thousand,twaalfduizend,,
twelve,twaalf,,
twentieth <20th>,"twintigste <20e, 20ste>",adj,
twentieth century,twintigste eeuw {de},noun,
twenty-eight,achtentwintig,,
twenty-first <21st>,"eenentwintigste <21e, 21ste>",adj,
twenty-first century,eenentwintigste eeuw {de},noun,
twenty-five,vijfentwintig,,
twenty-four,vierentwintig,,
twenty-nine,negenentwintig,,
twenty-one,eenentwintig,,
twenty-seven,zevenentwintig,,
twenty-six,zesentwintig,,
twenty-three,drieëntwintig,,
twenty-three thousand,drieëntwintigduizend,,
twenty-two,tweeëntwintig,,
twenty thousand,twintigduizend,,
twenty,twintig,,
twice,twee maal,adv,
twice,tweemaal,adv,
twig,tak {de},noun,[bot.] 
twilight,schemerdonker {het},noun,
twilight,schemering {de},noun,
twilight,schemerlicht {het},noun,
twilight,schemer {de},noun,
twin-lobed deerfly / deer fly,goudoogdaas {de} [Chrysops relictus],noun,[entom.] [T] 
twin-spotted quaker [moth],"dubbelstipvoorjaarsuil {de} [Anorthoa munda, syn.: Orthosia munda, Perigrapha munda]",noun,[entom.] [T] 
twin brother,tweelingbroer {de},noun,
twin paradox,tweelingparadox {de},noun,[phys.] 
twin prime,priemtweeling {de},noun,[math.] 
twin sister,tweelingzus {de},noun,
twins,tweelingen {mv},noun,
twin,tweeling {de},noun,
twist,draai {de},noun,
twite,"frater {de} [Linaria flavirostris, syn.: Carduelis flavirostris]",noun,[orn.] [T] 
two-banded longhorn beetle,bonte ribbelboktor {de} [Rhagium bifasciatum],noun,[entom.] [T] 
two-banded longhorn beetle,gevlekte boktor {de} [Rhagium bifasciatum],noun,[entom.] [T] 
two-banded longhorn beetle,gevlekte dennenboktor {de} [Rhagium bifasciatum],noun,[entom.] [T] 
two-banded longhorn beetle,gevlekte dennenbok {de} [Rhagium bifasciatum],noun,[entom.] [T] 
two-dimensional <2D>,tweedimensionaal <2D>,adj,
two-floor [attr.],met twee verdiepingen [achtergeplaatst],adj,[archi.] [constr.] [RealEst.] 
two-piece,tweedelig,adj,
two-room apartment,tweekamerappartement {het},noun,[RealEst.] 
two-roomed flat [esp. Br.],tweekamerappartement {het},noun,[RealEst.] 
two-room flat [esp. Br.],tweekamerappartement {het},noun,[RealEst.] 
two-spotted dragonfly,tweevlek {de} [Epitheca bimaculata] [libellensoort],noun,[entom.] [T] 
two-storeyed [Br.],met twee verdiepingen [achtergeplaatst],adj,[archi.] [constr.] [RealEst.] 
two-storey [attr.] [Br.],met twee verdiepingen [achtergeplaatst],adj,[archi.] [constr.] [RealEst.] 
two-storied [Am.],met twee verdiepingen [achtergeplaatst],adj,[archi.] [constr.] [RealEst.] 
two-story [attr.] [Am.],met twee verdiepingen [achtergeplaatst],adj,[archi.] [constr.] [RealEst.] 
two-toed amphiuma,tweetenige aalsalamander {de} [Amphiuma means],noun,[zool.] [T] 
two-wattled cassowary,helmkasuaris {de} [Casuarius casuarius],noun,[orn.] [T] 
two hundred thousand,tweehonderdduizend,,
two hundred,tweehonderd,,
two thousand,tweeduizend,,
two threes,twee drieën {mv},noun,[games] 
two,twee,,
type of tea,theesoort {de},noun,[gastr.] 
type of vegetable,groentesoort {de},noun,[gastr.] 
type,type {het},noun,
typewriter,schrijfmachine {de},noun,
typhoon,taifoen {de},noun,[meteo.] 
typhoon,tyfoon {de},noun,[meteo.] 
typically,typisch,adv,
typical,typisch,adj,
typing error,typefout {de},noun,[ling.] 
typing skills,typevaardigheid {de},noun,
typographic,typografisch,adj,[print] 
typo [coll.],typefout {de},noun,[ling.] 
tyranny,tirannie {de},noun,
tyrant,tiran {de},noun,
tyre chain [Br.],sneeuwketting {de},noun,[automot.] 
tyre [Br.],band {de},noun,
"tyrosine <Tyr, Y>","tyrosine {de} {het} <Tyr, Y>",noun,[biochem.] 
Tyrrhenian Sea,Tyrreense Zee {de},noun,[geogr.] 
Tyumen,Tjoemen {het},noun,[geogr.] 
tzatziki,tzatziki {de},noun,[gastr.] 
U-shaped,U-vormig,adj,
ubiquitous,alomtegenwoordig,adj,
Udmurts,Oedmoerten {mv},noun,[ethn.] 
Ufa,Oefa {het},noun,[geogr.] 
ufologist,ufoloog {de},noun,
UFO plant,pannenkoekenplant {de} [Pilea peperomioides],noun,[bot.] [T] 
Uganda,Oeganda {het},noun,[geogr.] 
Uganda,Uganda {het},noun,[geogr.] 
ugliness,lelijkheid {de},noun,
ugly,lelijk,adj,
ugly man,lelijkaard {de},noun,
ugly man,lelijkerd {de},noun,
Ukraine,Oekraïne {de},noun,[geogr.] 
Ukrainian crisis,Oekraïnecrisis {de},noun,[pol.] 
Ukrainian,Oekraïens,adj,
Ukrainian,Oekraïens {het},noun,[ling.] 
Ukrainian,Oekraïner {de},noun,[ethn.] 
Ulan Bator,Ulaanbaatar {het},noun,[geogr.] 
ulcer,zweer {de},noun,
ulterior,achterliggend,adj,
ultimately,uiteindelijk,adv,
ultimate,uiteindelijk,adj,
ultimatum,ultimatum {het},noun,
ultraconservative,ultraconservatief,adj,
ultrasound <US>,ultrageluid {het},noun,[audio] [phys.] 
Uluguru bushshrike,uluguruklauwier {de} [Malaconotus alius],noun,[T] [orn.] 
Ulyanovsk,Oeljanovsk {het},noun,[geogr.] 
umbilical cord,navelstreng {de},noun,[anat.] 
umbilical hernia,buikbreuk {de},noun,[med.] 
umbilical hernia,navelbreuk {de} [Hernia umbilicalis],noun,[med.] 
umbrella cockatoo,witkuifkaketoe {de} [Cacatua alba],noun,[orn.] [T] 
umbrella cockatoo,witte kaketoe {de} [Cacatua alba],noun,[orn.] [T] 
umbrella,paraplu {de},noun,
umbrella,regenscherm {het} [BN],noun,
umbrellas,paraplu's {mv},noun,
umbrella stand,paraplubak {de},noun,[furn.] 
Umbrians,Umbriërs {mv},noun,[ethn.] [hist.] 
Umbria,Umbrië {het},noun,[geogr.] 
umlaut mark,umlautsteken {het},noun,[print] [ling.] 
umlaut mark,umlautteken {het},noun,[print] [ling.] 
umlaut,umlaut {de},noun,[ling.] 
umpteenth [coll.],zoveelste,adj,
unacceptable,onaanvaardbaar,adj,
unachievable,onbereikbaar,adj,
unaffordable,onbetaalbaar,adj,
unambiguous,ondubbelzinnig,adj,
unanimity,unanimiteit {de},noun,
unanimous,unaniem,adj,
unanswered,onbeantwoord,adj,
unarmed,ongewapend,adj,
unattainable [unachievable],onbereikbaar,adj,
unattended,zonder toezicht,adj,
unavoidable,onvermijdelijk,adj,
unavoidably,onontkoombaar,adv,
unaware,niets vermoedend,adj,
unaware,onwetend,adj,
unbalanced,onevenwichtig,adj,
unbearable,ondraaglijk,adj,
unbearable,onuitstaanbaar,adj,
unbearably,ondraaglijk,adv,
unbearably,onuitstaanbaar,adv,
unbelievable,ongelofelijk,adj,
unbelievable,ongelooflijk,adj,
unbelievably,ongelofelijk,adv,
unbelievably,ongelooflijk,adv,
unbelieving,ongelovig,adj,
unbiased,waardeneutraal,adj,
unborn,ongeboren,adj,
unbreakable,onbreekbaar,adj,
uncertainly,onbestemd,adv,
uncertain,onbestemd,adj,
uncertain,onzeker,adj,
uncertainties,onzekerheden {mv},noun,
